iter	Logloss
181	0.1374729436
182	0.1374455689
183	0.1374131474
184	0.137388867
185	0.1373361575
186	0.1372943021
187	0.1372523254
188	0.1372203321
189	0.1371802055
190	0.1371459488
191	0.1371214672
192	0.1370884523
193	0.1370530185
194	0.137010973
195	0.1369776259
196	0.1369502761
197	0.1369160603
198	0.1368791619
199	0.1368351313
200	0.136789737
201	0.1367767656
202	0.1367417391
203	0.1366973635
204	0.1366517743
205	0.136636622
206	0.1366009781
207	0.1365666912
208	0.136541114
209	0.1365173373
210	0.1364783183
211	0.1364556202
212	0.1364198509
213	0.1363795448
214	0.136347921
215	0.1363312176
216	0.1362953471
217	0.136272598
218	0.1362449717
219	0.1362044057
220	0.1361660061
221	0.1361415924
222	0.1361047435
223	0.1360744704
224	0.1360286175
225	0.1360005966
226	0.1359732102
227	0.1359289005
228	0.1358946796
229	0.1358565269
230	0.1358354269
231	0.1357913414
232	0.1357453913
233	0.1357092106
234	0.1356634123
235	0.1356323072
236	0.135602585
237	0.1355603939
238	0.1355352108
239	0.1355016077
240	0.1354937326
241	0.1354397232
242	0.1354227068
243	0.1353994779
244	0.1353674309
245	0.1353322858
246	0.135287754
247	0.1352604162
248	0.1352248548
249	0.1351949068
250	0.1351578338
251	0.1351278031
252	0.1350892085
253	0.1350642484
254	0.1350384145
255	0.1350153262
256	0.1349933573
257	0.1349582397
258	0.1349261157
259	0.1348968685
260	0.1348718032
261	0.1348476517
262	0.1348058898
263	0.1347633413
264	0.1347369249
265	0.1347093193
266	0.1346700015
267	0.1346361946
268	0.1346032839
269	0.1345776074
270	0.1345478673
271	0.13450762
272	0.1344764053
273	0.1344521477
274	0.1344145853
275	0.1343826861
276	0.1343533158
277	0.1343062624
278	0.1342635241
279	0.1342337632
280	0.134191813
281	0.1341610221
282	0.1341263104
283	0.1340971848
284	0.1340654492
285	0.1340230872
286	0.1339816622
287	0.1339661798
288	0.1339335364
289	0.1339026464
290	0.1338520137
291	0.1338286776
292	0.1337994304
293	0.133782423
294	0.1337499727
295	0.1336998135
296	0.1336655849
297	0.1336336831
298	0.1336038155
299	0.1335966495
300	0.1335764922
301	0.1335543712
302	0.1335170486
303	0.1334877271
304	0.1334505807
305	0.1334077835
306	0.1333759156
307	0.1333473042
308	0.133327937
309	0.1332992589
310	0.1332759184
311	0.1332411225
312	0.1332046733
313	0.1331619255
314	0.1331378269
315	0.1331229826
316	0.1331043353
317	0.1330580815
318	0.1330228697
319	0.1329833163
320	0.1329598003
321	0.1329338402
322	0.1328990441
323	0.1328697412
324	0.1328397275
325	0.1328145939
326	0.132772646
327	0.132743971
328	0.1327278626
329	0.1326908697
330	0.1326740242
331	0.1326369581
332	0.1326128648
333	0.132578
334	0.1325382138
335	0.1325265247
336	0.1324866149
337	0.13245544
338	0.1324178698
339	0.1323908113
340	0.1323517626
341	0.1323140028
342	0.1322822018
343	0.1322502659
344	0.132208509
345	0.1321781413
346	0.1321512408
347	0.1321164663
348	0.1320883493
349	0.132067268
350	0.1320427827
351	0.1320145159
352	0.1319775436
353	0.1319436161
354	0.1319356758
355	0.1319215664
356	0.1318885665
357	0.1318599045
358	0.1318216528
359	0.1317966363
360	0.1317702618
361	0.1317388845
362	0.1317041355
363	0.1316679251
364	0.1316302626
365	0.1316048591
366	0.1315785606
367	0.1315407889
368	0.1315140081
369	0.1314929546
370	0.1314740554
371	0.1314334214
372	0.131390775
373	0.1313573986
374	0.131335661
375	0.1313072183
376	0.1312843267
377	0.1312567281
378	0.1312179249
379	0.1311859158
380	0.1311585493
381	0.1311302377
382	0.1311001162
383	0.1310814812
384	0.1310426501
385	0.1310159586
386	0.1309817975
387	0.1309603706
388	0.1309258237
389	0.1308873564
390	0.1308605668
391	0.1308386709
392	0.1308086042
393	0.1307738065
394	0.1307431497
395	0.1307081736
396	0.1306728103
397	0.1306426019
398	0.1306151319
399	0.1305801444
400	0.1305471958
401	0.1305192603
402	0.1304935248
403	0.130467147
404	0.1304261169
405	0.1303941789
406	0.1303596697
407	0.1303376232
408	0.1303059589
409	0.1302838187
410	0.130265549
411	0.1302335744
412	0.1302058901
413	0.1301802817
414	0.1301550707
415	0.1301262191
416	0.1300856213
417	0.1300762539
418	0.1300396777
419	0.1300306072
420	0.1299989275
421	0.1299790823
422	0.1299436265
423	0.1299086467
424	0.1298824742
425	0.1298610083
426	0.1298319718
427	0.1297912798
428	0.1297595712
429	0.129733675
430	0.1297037878
431	0.1296701969
432	0.1296423033
433	0.1296135994
434	0.1295909644
435	0.1295512713
436	0.1295247719
437	0.1295087072
438	0.1294807186
439	0.129460713
440	0.1294247905
441	0.1294094133
442	0.1293877081
443	0.1293536293
444	0.1293300669
445	0.1293153272
446	0.1292796869
447	0.1292464053
448	0.1292206811
449	0.1291908928
450	0.1291606718
451	0.1291333939
452	0.1291181071
453	0.1291066671
454	0.1290943566
455	0.1290679113
456	0.1290391308
457	0.1290164962
458	0.1289926876
459	0.1289670096
460	0.1289401231
461	0.1289137232
462	0.1288982713
463	0.1288767516
464	0.1288513942
465	0.128843906
466	0.1288094956
467	0.1287660605
468	0.128741986
469	0.1287279176
470	0.1286963164
471	0.1286657565
472	0.1286488299
473	0.1286312358
474	0.1286113644
475	0.1285795316
476	0.1285542333
477	0.1285235382
478	0.1284909156
479	0.1284586009
480	0.1284438108
481	0.1284141274
482	0.1283948097
483	0.128375466
484	0.1283635671
485	0.128338705
486	0.1283038155
487	0.128287051
488	0.1282607109
489	0.128247503
490	0.1282221495
491	0.1281973414
492	0.1281727117
493	0.1281545631
494	0.1281453677
495	0.1281288459
496	0.1281195748
497	0.1280884387
498	0.1280654622
499	0.1280539779
500	0.128018331
501	0.1279866911
502	0.127963208
503	0.1279536415
504	0.1279302527
505	0.1279220157
506	0.1279009376
507	0.1278667404
508	0.1278349248
509	0.1278073879
510	0.1277779808
511	0.1277491905
512	0.1277265379
513	0.1277008657
514	0.127670151
515	0.1276559807
516	0.1276305524
517	0.1276020176
518	0.1275698127
519	0.1275392981
520	0.1275155116
521	0.127488456
522	0.1274606719
523	0.1274354941
524	0.1274081679
525	0.1274010907
526	0.1273780471
527	0.127353847
528	0.1273310361
529	0.1272935943
530	0.1272671945
531	0.1272450014
532	0.12721443
533	0.1271848886
534	0.1271553792
535	0.1271340703
536	0.1271138305
537	0.127090141
538	0.1270621285
539	0.1270337872
540	0.1270068183
541	0.1269937465
542	0.1269668423
543	0.1269391828
544	0.1269045607
545	0.1268893635
546	0.1268689438
547	0.1268424293
548	0.126813601
549	0.1267925297
550	0.1267748465
551	0.1267619967
552	0.1267395357
553	0.1267037469
554	0.1266940272
555	0.1266629393
556	0.126645192
557	0.1266233944
558	0.1265979818
559	0.1265699792
560	0.1265557289
561	0.126529813
562	0.1265120666
563	0.1264752139
564	0.1264641288
565	0.1264552847
566	0.126436746
567	0.1264064076
568	0.1263874277
569	0.1263624429
570	0.1263592153
571	0.1263320288
572	0.1262985942
573	0.1262743395
574	0.1262275007
575	0.1262042299
576	0.1261791107
577	0.1261592799
578	0.1261377785
579	0.1261175494
580	0.1260953575
581	0.1260534196
582	0.1260174529
583	0.1259897895
584	0.1259645041
585	0.1259562184
586	0.1259405471
587	0.125914804
588	0.1258956276
589	0.1258686913
590	0.1258309665
591	0.1258104696
592	0.125800759
593	0.1257847348
594	0.1257474703
595	0.1257356939
596	0.125712949
597	0.1256944447
598	0.1256659863
599	0.1256450885
600	0.1256332716
601	0.1256197374
602	0.1255973531
603	0.1255769562
604	0.1255629935
605	0.1255315366
606	0.1255046655
607	0.1254748778
608	0.1254594881
609	0.1254274416
610	0.125403194
611	0.1253689739
612	0.1253523145
613	0.1253447591
614	0.125311055
615	0.125281129
616	0.1252563215
617	0.1252358027
618	0.1252077892
619	0.1251737312
620	0.1251374726
621	0.1251109568
622	0.1250960115
623	0.1250723676
624	0.1250471598
625	0.1250234436
626	0.1250133393
627	0.1249848509
628	0.1249774644
629	0.1249490172
630	0.1249113683
631	0.1248960656
632	0.1248680646
633	0.1248590635
634	0.1248380651
635	0.124817418
636	0.124800321
637	0.1247688642
638	0.1247476454
639	0.1247272422
640	0.1247049654
641	0.1246738303
642	0.1246636529
643	0.1246351851
644	0.1246132248
645	0.1245965321
646	0.1245665094
647	0.1245437519
648	0.1245214167
649	0.1244858941
650	0.1244643404
651	0.1244439471
652	0.1244264696
653	0.1244064055
654	0.1243803868
655	0.1243678538
656	0.1243453297
657	0.1243186874
658	0.1242896334
659	0.1242567739
660	0.1242439518
661	0.124220067
662	0.1241864167
663	0.1241637396
664	0.1241365239
665	0.1241152795
666	0.1240903011
667	0.1240586417
668	0.124035934
669	0.1240183853
670	0.1239900745
671	0.1239741277
672	0.1239503384
673	0.1239230911
674	0.1239018451
675	0.123872654
676	0.1238555119
677	0.1238296678
678	0.1238114097
679	0.1237810088
680	0.1237514784
681	0.1237399112
682	0.1237283032
683	0.1237027414
684	0.1236961055
685	0.1236668011
686	0.1236463522
687	0.1236203153
688	0.1235949052
689	0.1235674947
690	0.1235388366
691	0.1235186729
692	0.1234994594
693	0.1234712661
694	0.1234424157
695	0.1234215021
696	0.1234028872
697	0.1233755019
698	0.1233399083
699	0.123310263
700	0.123287159
701	0.1232529685
702	0.123235708
703	0.1232207399
704	0.1231962383
705	0.1231660333
706	0.1231331378
707	0.1231050667
708	0.1230843305
709	0.1230778814
710	0.1230620322
711	0.1230460989
712	0.1230230645
713	0.1230012857
714	0.1229775213
715	0.1229508911
716	0.1229257912
717	0.1228989861
718	0.1228754601
719	0.122869999
720	0.1228451955
721	0.1228093901
722	0.1227904241
723	0.1227577107
724	0.1227311627
725	0.122718042
726	0.1226993006
727	0.1226877742
728	0.1226677902
729	0.1226366421
730	0.1226045511
731	0.1225773003
732	0.1225524696
733	0.1225275402
734	0.1225004287
735	0.122480239
736	0.1224595594
737	0.1224200536
738	0.1224076489
739	0.1223834708
740	0.1223597333
741	0.1223320179
742	0.1223055046
743	0.1222924585
744	0.1222649967
745	0.1222490022
746	0.122233993
747	0.1222116723
748	0.1221803291
749	0.1221711712
750	0.1221366726
751	0.1221161033
752	0.12210282
753	0.1220805189
754	0.1220647618
755	0.1220356847
756	0.1220119541
757	0.1220031902
758	0.1219785031
759	0.1219513112
760	0.1219246629
761	0.121905198
762	0.121887318
763	0.121874189
764	0.1218593349
765	0.1218307066
766	0.121813006
767	0.1217923661
768	0.1217652395
769	0.1217396347
770	0.1217164674
771	0.1216983345
772	0.121679586
773	0.1216641321
774	0.1216461097
775	0.1216282168
776	0.121609862
777	0.121582043
778	0.1215537478
779	0.1215279277
780	0.1215182809
781	0.1214952442
782	0.1214738696
783	0.1214604313
784	0.1214304021
785	0.1214229532
786	0.1213985909
787	0.1213700318
788	0.1213434179
789	0.1213146063
790	0.1212836129
791	0.1212509564
792	0.1212306747
793	0.1212082109
794	0.1211951076
795	0.1211821994
796	0.1211529904
797	0.1211479215
798	0.1211227368
799	0.1210999398
800	0.1210729862
801	0.1210539323
802	0.1210281367
803	0.1210016139
804	0.1209839642
805	0.1209599603
806	0.1209352759
807	0.1209115682
808	0.1208895796
809	0.1208635475
810	0.1208437296
811	0.1208240856
812	0.1208046948
813	0.1207818154
814	0.1207559329
815	0.1207332277
816	0.1207118963
817	0.1206869587
818	0.1206645548
819	0.1206411825
820	0.1206140907
821	0.1205970414
822	0.1205775178
823	0.1205452179
824	0.1205389898
825	0.1205144073
826	0.1204977232
827	0.1204811987
828	0.1204597223
829	0.1204429984
830	0.1204215867
831	0.1204133334
832	0.1203970643
833	0.1203709178
834	0.1203514562
835	0.1203233709
836	0.1203057425
837	0.1202814504
838	0.1202626089
839	0.1202473967
840	0.120223868
841	0.1202118534
842	0.1201879146
843	0.1201682386
844	0.1201553778
845	0.1201338664
846	0.1201142509
847	0.1200874834
848	0.1200649989
849	0.1200574901
850	0.1200306798
851	0.1200090477
852	0.1199726384
853	0.1199599025
854	0.119932916
855	0.1199115601
856	0.1198891353
857	0.1198842521
858	0.1198612082
859	0.1198495458
860	0.1198299184
861	0.1198091558
862	0.1197934847
863	0.1197712118
864	0.1197512952
865	0.1197235079
866	0.1197043157
867	0.1196824316
868	0.1196657299
869	0.1196398285
870	0.1196174764
871	0.11961374
872	0.1195969637
873	0.1195799185
874	0.1195531451
875	0.1195156239
876	0.1194992408
877	0.1194740118
878	0.1194502352
879	0.1194393201
880	0.1194228037
881	0.1193945043
882	0.1193723086
883	0.1193494562
884	0.119335953
885	0.1193212731
886	0.1193022541
887	0.1192895638
888	0.1192675179
889	0.1192476654
890	0.119216521
891	0.1192004183
892	0.1191821577
893	0.1191627635
894	0.1191494589
895	0.1191185862
896	0.1190970746
897	0.1190634313
898	0.1190329944
899	0.1190166593
900	0.1190014402
901	0.1189908586
902	0.1189702109
903	0.1189456533
904	0.118925074
905	0.1189063108
906	0.1188832818
907	0.1188546801
908	0.1188331843
909	0.1188226089
910	0.1187934206
911	0.1187760643
912	0.1187509761
913	0.118720702
914	0.1187026033
915	0.1186795328
916	0.1186550205
917	0.1186276236
918	0.1186049699
919	0.1185816373
920	0.118554434
921	0.11852672
922	0.1185125454
923	0.118494501
924	0.1184616327
925	0.1184448672
926	0.1184267431
927	0.1184221023
928	0.11839908
929	0.1183800871
930	0.1183712046
931	0.1183625381
932	0.1183491067
933	0.1183235372
934	0.1183063013
935	0.1182815228
936	0.1182686171
937	0.1182568778
938	0.1182409321
939	0.1182224838
940	0.1182074001
941	0.118186686
942	0.1181571247
943	0.1181291653
944	0.1181217891
945	0.1181033979
946	0.1180843903
947	0.1180600571
948	0.11805521
949	0.1180385661
950	0.1180125388
951	0.1179895436
952	0.1179639639
953	0.1179507453
954	0.1179229888
955	0.1178848972
956	0.1178556332
957	0.1178367673
958	0.1178357922
959	0.1178174862
960	0.1177930012
961	0.1177727066
962	0.1177445356
963	0.1177211118
964	0.1177001009
965	0.1176727675
966	0.1176532809
967	0.1176235611
968	0.1176037986
969	0.1175847075
970	0.1175689596
971	0.1175478372
972	0.1175292428
973	0.1175174225
974	0.1174890067
975	0.1174752808
976	0.1174563885
977	0.1174315408
978	0.1174228407
979	0.1173980126
980	0.1173773898
981	0.117357738
982	0.1173354495
983	0.117315131
984	0.1172997828
985	0.1172902435
986	0.1172835014
987	0.1172604784
988	0.1172424099
989	0.1172223035
990	0.117219595
991	0.1171996013
992	0.117161655
993	0.1171519985
994	0.1171354569
995	0.1171081871
996	0.117101582
997	0.117078951
998	0.1170579121
999	0.1170324496
